date,headline,body,author,category,url
13-Feb-18,ACC Library hosts Black History Month exhibit,"In honor of Black History Month, the Athens-Clarke County Library will be hosting a month-long exhibit, “Georgia’s Great ... African Americans of Historic Distinction.”The exhibit is to chronicle several men and women as a way of adding to the narrative of the African American experience in a statewide, national and international context.The first African American jockey to win the Kentucky Derby, the first to be elected to the Georgia General Assembly since Reconstruction and the first to graduate from West Point will be among the many featured at the event.


 


“Though this exhibit, viewers will witness the boundless range of Georgia’s cultural and historical diversity,” the ACC library’s press release said. “Meanwhile, [viewers will] gain a greater understanding and appreciation of the rich multicultural inheritance that belongs to all Georgians, as well as a clearer understanding of the full spectrum of the American story.”The purpose of the exhibit, in part, is to preserve African American cultural heritage. By educating the community about the history of those involved with government, politics, business and activism, the individuals who constructed the exhibit hope to create an open dialogue.“Too often the story of these barrier-breaking achievers has been cast in the shadows and certainly not recorded in the history books or showcased in other media,” said Eleanor Kinlaw-Ross, the director of the Heritage Project and curator of the exhibit.This exhibit is the first installment of a series sponsored by the Heritage Project.Since 1985, this organization has produced different events and celebrations to “educate, enlighten and entertain audiences about the various facets of history and culture that have shaped the image and narrative of the African American experience and the the African Diaspora,” the press release said.The exhibit is set to be displayed throughout the entire month of February at the Athens-Clarke County Library, located off of Baxter Street.“The objective of the exhibit is to further the preservation of the African American cultural heritage, highlight those events and institutions that shaped the African American experience in Georgia,” Kinlaw-Ross said.",Kaley Lefevre | City News Editor,athensnews,https://www.redandblack.com/athensnews/acc-library-hosts-black-history-month-exhibit/article_4b0d9b1c-106e-11e8-93c2-533becf4e394.html
14-Feb-18,BREAKING: Houston Gaines announces 2018 campaign for District 117,"Houston Gaines has announced his candidacy for the Georgia House District 117 seat in 2018.In a post on his website, the UGA graduate and former Student Government Association president said he will run in 2018 and has named his leadership committee with representation from Clarke, Oconee, Barrow and Jackson counties.“This district wants and deserves conservative leadership at the state Capitol – and that’s not what it’s getting now,” Gaines said in his statement. ""I’m going to provide our district a conservative alternative to the out-of-touch representation we have today.""


 


District 117 includes parts of Athens and Clarke County, as well as parts of Oconee, Barrow and Jackson counties.Gaines, a Republican and recent University of Georgia graduate, lost the often-conservative district in a surprising upset to Democrat Deborah Gonzalez in a special election in November 2017, after former representative Regina Quick resigned her seat to become a judge.""I’m going to provide our district a conservative alternative to the out-of-touch representation we have today."" - Houston Gaines In his statement, Gaines addresses his loss last year and the ""narrow 450-margin"" between he and Gonzalez.""Special elections are – as evidenced by their name – unique,” he said in the statement. ""The dynamics in 2018 will be inherently different, as will our campaign. That’s why we are announcing today, in early February, almost nine months from Election Day.""


 


Gaines, backed by Atlanta GOP members, had a few political gaffes during the election last year. Mayor Nancy Denson, a Democrat, also received heavy backlash after supporting Gaines, her former campaign manager. As for the vote, a transportation SPLOST vote in Clarke County likely contributed to drawing more to the polls than usual.While promoting his campaign's stance, Gaines also took jabs at Gonzalez, calling her ""committed to the far-left ideologies that mirror the most radical wing of the Democrat Party"" and objecting to her ""inflammatory and divisive statements attacking law enforcement"" and her support for sanctuary cities.""Those aren’t the values of District 117, and those left-wing policies do not represent the heart of District 117,"" he said in the statement.Gaines raised nearly $200,000 during his special election run last year, and still has almost $100,000 in unspent funds, according to Flagpole Magazine.Members of his leadership committee include local area commissioners and school board representatives, Jackson County Sheriff Janis Magnum and leaders of the Jackson County GOP, Tammy Gilland, vice president of the Athens Regional Foundation and former UGA football coach and athletic director Vince Dooley and his wife Barbara.",Nate Harris | Lead Enterprise Reporter,athensnews,https://www.redandblack.com/athensnews/breaking-houston-gaines-announces-campaign-for-district/article_b5542da8-11a7-11e8-89db-5f4b82bc8362.html
15-Feb-18,SEC men's basketball power rankings: Georgia falls behind,"The Red & Black’s men’s basketball beat writers examine the current landscape of the SEC using results prior to Wednesday, Feb. 14.Tier One: Leaders in the clubhouseAuburn, Tennessee


 


Auburn is the cream of the crop in the SEC this year. The Tigers have the best record in the SEC and have gone 11-1 in their last 12 conference games. Led by Bryce Brown, Mustapha Heron and Jared Harper, Auburn has the makings of a prominent NCAA tournament team. Tennessee, on the other hand, is not too far behind. The Volunteers have arguably the most impressive non-conference win with a victory over No. 6 Purdue to go along with impressive SEC wins over Texas A&M and Kentucky. — Michael HebertTier Two: Lurking contendersFlorida, Missouri, Texas A&MThe Gators have had some ups and downs this season and recently went on a 1-3 stretch with losses to Georgia, South Carolina and Alabama. But Florida has still shown enough to be a contender in the SEC. Missouri is as hot as any team in the nation right now, having won five in a row and the Tigers still cling to the hopes of getting top recruit Michael Porter Jr. back at some point. Texas A&M started conference play 0-5 but has rebounded and cracked the top-25 in the latest Associated Press Poll. — Collin HuguleyTier Three: Talented but inconsistentAlabama, Arkansas, KentuckyAlabama has racked up great wins this season against Tennessee, Auburn, Florida and Oklahoma but also has some puzzling losses. Collin Sexton and the Crimson Tide are still in a solid position at 8-5 in SEC play. Led by the senior guard tandem of Daryl Macon and Jaylen Barford, Arkansas can hang with any team when its shots are falling. Kentucky lost three games in a row for the first time in the John Calipari era but still has enough blue-chip talent to remain dangerous in the SEC. — Collin HuguleyTier Four: Outside looking in


 


Mississippi State, LSU, GeorgiaMississippi State has wins over Missouri and Alabama and seems to be in decent position, but a weak non-conference schedule sets it back. LSU has beaten Texas A&M twice but inconsistency keeps them from moving up any further. Georgia is on a bit of a slide and is in danger of not only missing the NCAA tournament but also having a losing record going into the conference tournament. — Michael HebertTier Five: Bottom feedersSouth Carolina, Ole Miss, VanderbiltSince a Jan. 24 road win against Florida, South Carolina has gone into free fall with six consecutive losses. The Gamecocks looked like a potential team to make a second-half run after wins over the Gators and Kentucky but the wheels have fallen off. Ole Miss has also lost six straight and head coach Andy Kennedy announced that he would not return as head coach next season. Vanderbilt has occupied the last-place slot in the SEC standings for most of the season thus far. — Collin Huguley",Staff Reports,sports,https://www.redandblack.com/sports/mens_basketball/sec-men-s-basketball-power-rankings-georgia-falls-behind/article_5d1869da-11e6-11e8-a86e-63963f8def8c.html
16-Feb-18,Poll: 90 percent of voters support work-for-welfare,"A government accountability group says Congress should look into work requirements for able-bodied people on food stamps.In a paper released Thursday, the nonprofit Foundation for Government Accountability says Washington needs to put serious consideration into requiring parents receiving food stamps to either work, train or volunteer on a part-time basis. Currently, 52 percent of able-bodied parents who receive food stamps don’t work. That’s according to the Department of Agriculture.The public agrees. In a January poll conducted for FGA, 90 percent of voters polled think the able-bodied should have some sort of work requirement.


 


“We’re encouraged to see the public so supportive of these requirements,” said Jonathan Ingram, FGA vice president of research. “Republicans, Democrats, Independents across all demographics support able-bodied adults from welfare to work.”The poll showed 83 percent of voters supported a work requirement for food stamps.Illinois’ food stamp enrollment would fall by 317,800 people if the state was to place a work requirement on able-bodied parents to receive food stamps, the report said. It would see an estimated decline of 272,500 if the state excluded parents of infants in that requirement, still saving taxpayers more than $459 million annually.Via the Illinois Department of Human Services, Gov. Bruce Rauner’s office acquired a waiver for non-working adults to receive food stamps, saying there were places in Illinois without enough jobs to support the work requirement. According to DHS, 174,000 Illinoisans will remain eligible for the benefit for 2018 that otherwise wouldn’t have.",By Cole Lauterbach | Watchdog.org,news,https://www.redandblack.com/news/national/poll-percent-of-voters-support-work-for-welfare/article_49cf5684-f499-593b-9068-99d30c1fcda1.html
16-Feb-18,GymDogs fall to No. 5 Florida for fourth loss of the season,"The No. 14 Georgia gymnastics team fell to No. 5 Florida in Friday’s meet at Stegeman Coliseum by a score of 196.525-196.125. The Gymdogs fall to a 3-4 overall record and 3-3 in the Southeastern Conference with the loss. In the meet’s first rotation, the Bulldogs headed to the vault, while the Gators competed bars. Junior Sydney Snead highlighted the event for the Bulldogs, scoring a season-high 9.9 on the event. Meanwhile on bars, Florida’s Alex McMurty, who is No. 5 on the event nationally, tied a season-high 9.975.


 


It was a difficult night on the bars for the GymDogs. Back-to-back falls by freshmen Marissa Oakley and Emily Schild coupled with shaky dismounts made for a lackluster performance on the event. The 48.475 score marked the lowest score on any event for the team since the first meet against Alabama on Jan. 12. Schild competed in her first meet for the Bulldogs, as she has been building back from an injury. Succumbing to nerves and making errors, Schild shorted her dismount and both hands hit the mat.“It was just a freshman mistake,” head coach Courtney Kupets Carter said. “The pressure and the energy that gets to you. I don’t think she’ll be doing that again, and we will just have to take those hits now and work on the consistency later.”Senior Natalie Vaculik scored the team’s highest mark on the event with a 9.850. She said that there was pressure because the team knew that Florida would be a big meet, and they faltered to the pressure.“We’ve been doing really well in practice, so we have to figure out the way to translate that over into the meet,” Vaculik said. “We have had good meets on bars, and its consistently been one of our better events, so we need to figure out what went wrong and how to handle that pressure.” After the bars rotation, the GymDogs met in the huddle and Kupets Carter reminded her team that the meet was not over and wouldn’t be over until sophomore Sabrina Vega finished her floor routine. A solid performance on the beam brought the team back heading into the final rotation.Saving their best event for last, the Bulldogs emerged on the event with a newfound energy and seeming confidence and displayed the scores that Bulldog fans are used to seeing.On the floor exercise, Snead had a perfect performance, earning her first career 10.0. Stuck landings and explosive power to earn the first perfect score her team has seen this season.  


 


Prior to starting her routine, she stood on the sidelines cheering next to her teammates, feeling her energy and the floor team’s confidence building with each passing routine. “I think Jasmine started it off,” Snead said. “She went out there and hit an incredible floor routine, and it built from there. The floor team went out there aggressive and it was just fun.”",Brittany Stewart | Contributor,sports,https://www.redandblack.com/sports/gymnastics/gymdogs-fall-to-no-florida-for-fourth-loss-of-the/article_7cda9c44-1389-11e8-88c3-af38bd701a82.html
17-Feb-18,"Missed free throws, close shots plague MU in loss at LSU","They call them free throws for a reason, and Missouri’s men’s basketball team has often thrived shooting the shots from the line that sits 15 feet away from the hoop in this 2017-18 season.It did not Saturday.Against LSU, a team that won its previous three conference games at the Pete Maravich Center in Baton Rouge, Louisiana, Missouri shot 7 of 17 from the charity stripe. The black-and-gold Tigers fell 64-63, ending their five-game win streak.


 


“Tough loss,” Cuonzo Martin said in a postgame interview on the Tiger Radio Network. “This loss was tough. We didn’t play good basketball.”Missouri (18-9, 8-6 SEC), a team that shot 75 percent from the foul line leading into Saturday’s matinee showdown, had a chance to win the game against LSU (15-11, 6-8) down the stretch.With five seconds remaining and Missouri playing defense down a point, freshman forward Jontay Porter, who finished with nine points, tipped an inbounds pass. Senior guard Kassius Robertson recovered the ball and attempted a floater. The ball clanked around the rim, bounced off, and junior guard Cullen VanLeer attempted a putback.It was off.“We’re normally a good free-throw shooting team,” Martin said, “and (with all of the misses Saturday) we paid for it.”There were 19 lead changes and 13 ties in a game that came down to the wire. Senior guard Jordan Barnett, who finished with a team-high 18 points, buried five 3-point buckets in the second half to keep Missouri in it.On the other side, LSU guard Tremont Waters — a terrific talent at 5-foot-11 — willed his team at every opportunity. The freshman scored a game-high 21 points, including a pivotal go-ahead floater over Porter and off of the glass with 19 seconds remaining in the game.The shot proved to be the difference.


 


After the game, Martin said he was upset with his team’s opening 10 minutes. Late in the first half, inside the team huddle, LSU coach Will Wade was upset, too.“You can’t leave No. 3,” he yelled, referencing Missouri senior guard Kassius Robertson. “You can’t leave him. He’s killing us.”Indeed, Robertson was.The player who leads all graduate transfers in high-major college basketball in scoring (16.6 points per game) torched the purple-and-gold Tigers from deep after going scoreless in the first 10 minutes.With 4 minutes, 21 seconds remaining in the first stanza, Robertson, who finished with 14 points, drilled back-to-back 3-pointers. The first came on the left wing after a nice dish from VanLeer. The second came on the right wing.The jumpers gave Missouri a 30-26 lead, but the play of Waters brought LSU back. By the end of the first half, LSU led 36-33.Missouri shot 6 of 7 from 3-point range in the first half (86 percent) and 12 of 21 for the game. Ultimately, though — with the 41 percent free-throw shooting and 37 percent shooting from inside the arc (10 of 27) — it was not enough.Next up for Missouri is a matchup Tuesday at Mizzou Arena against Ole Miss. Martin is not worried about free-throw shooting or the many missed opportunities from in close going forward, nor is he worried his team will be ready to respond.


TNCMS.AdManager.render({region: 'fixed-big-ad-bottom-asset', slot: 1, fold: ""below""});


“(We just have to) play the game that we know how to play,” Martin said. “Play the game as a team, and we’ll be OK.”",By Alec Lewis,sports,https://www.redandblack.com/sports/national/missed-free-throws-close-shots-plague-mu-in-loss-at/article_4424e694-dcf7-5e2d-af2b-93d96a53470c.html
17-Feb-18,No. 1 Georgia equestrian defeats No. 8 South Carolina on the road,"The No. 1 ranked Georgia equestrian team got back on track Saturday afternoon with a win on the road over No. 8 South Carolina. The Bulldogs won 12-7 in what was there first ride since falling to Auburn at home last week.“We handled things better today [compared to last week against Auburn],” head coach Meghan Boenig said. “We’ve made great progress as we head into the rest of the season. There is no taking the foot off the gas.”The Bulldogs started off the day winning Reigning by a score of 4-1. The Bulldogs were led by Graysen Stroud, who scored an event high 75. Georgia also got wins from Julia Spreng, Annabeth Payne and Kyndall Harper.


 


Georgia was able to win two more points in Equitation Over Fences as it tied South Carolina 2-2. Maddy Darst posted a team high 82 for the event. She and Addy Cord scored the only points for the Bulldogs, while Ali Tritschler was able to force a tie.At the halfway point, the Bulldogs led 6-3.Georgia continued adding points to the board in Horsemanship where it won 3-2. Georgia dropped the first two points before sweeping the last three. Bailey Anderson earned Most Outstanding Performance honors for her score of 78.5. The Bulldogs also got wins from Graysen Stroud and Payton Anderson.The Bulldogs rounded out the meet with a 3-2 win in Equitation on the Flat. Maddy Darst and and Grace Bridges both scored an 85, the event high. The Bulldogs also got a win from Addy Cord. Bridges picked up the Most Outstanding Performance award for the event.Georgia returns home in two weeks for their final home meet, and senior day, against Southern Methodist University on March 2 at 1 p.m.",Luke Gamble | Contributor,sports,https://www.redandblack.com/sports/equestrian/no-georgia-equestrian-defeats-no-south-carolina-on-the-road/article_22a580da-1443-11e8-942e-bb2a85436092.html
18-Feb-18,MU baseball can't complete sweep of Florida International,"Habitually leaving men on base eventually came back to haunt the Missouri baseball team on Sunday.The Tigers (2-1) stranded at least nine men on base for the third time in a three-game series, and fell to Florida International (1-2) by a score of 11-5 in Miami.Missouri won Friday night’s game 3-1 with two runs on two wild pitches in the top of the ninth and coasted to a win on Saturday by a score of 22-1. On Saturday, the Tigers left 10 men on base, but it hardly mattered when they brought twice as many around to score.


 


But Sunday’s loss to FIU featured an inconsistent Missouri offense that scored all five of its runs in the fifth inning. The Tigers put runners on base in five other innings, but failed to score them.After Zach Hanna’s three-run double broke a 2-2 tie, Missouri’s pitching collapsed in the bottom of the fifth, possibly due in part to the long layoff for senior starter Andy Toelken while his offense exploded in the top of the frame.The right-hander Toelken hit Jose Garcia with a pitch to start the fifth, then surrendered a two-run home run to Eddie Silva to make it 5-4. Toelken exited after following up the long ball by allowing a single to Kobe Lopez. Reliever Cody Siebenberger, a redshirt sophomore who transferred to Jefferson College, took over.Siebenberger hit Austin Shenton with a pitch, and both runners moved over on a sacrifice bunt. Christian Khawam’s two-run double gave the Panthers the lead, and they never gave it back.Missouri came up short in the sixth, seventh and eighth innings before FIU put the game out of reach in the bottom of the eighth. Freshman Konnor Ash inherited three runners on base from redshirt junior Cameron Dulle, then walked Shenton to force in a run.Then Diandre Amion tripled to right-center, clearing the bases, and came home on the play on a throwing error. In the span of two batters, FIU stretched its one-run lead into a thick 11-5 cushion, staving off any hopes of a Missouri comeback.For the Tigers, the struggles of their young bullpen were hardly unexpected. Newcomers Ash and Siebenberger, as well as the redshirt junior Dulle, combined to allow six earned runs in 3.2 innings. Even the senior Toelken allowed six hits and five runs, all earned, in four innings. Junior-college transfer Nile Ball was Missouri’s most effective pitcher, hurling 2.2 scoreless innings and striking out four batters.A lack of control exhibited by Missouri pitching may not have lost the Tigers the game, but it certainly didn’t help. Toelken plunked three batters, Ball hit two and Siebenbergerdrilled another. Missouri’s last three relievers — Dulle, Ash and senior Nolan Gromacki — each walked one batter. Toelken and Ball each threw a wild pitch.


 


Despite a loss in the finale, Missouri still heads out of Miami with a series win on the road. The Tigers will have two days off before a road tilt at 5 p.m. Wednesday against Miami (FL) in Coral Gables, Florida.Supervising editor is Jason Lowenthal: sports@columbiamissourian.com, 882-5730.",By Theo DeRosa,sports,https://www.redandblack.com/sports/national/mu-baseball-can-t-complete-sweep-of-florida-international/article_c2109ea7-1d64-57f3-bcfa-0e8473cc80c2.html
19-Feb-18,Jeff Jarrett to be inducted into WWE Hall of Fame,"Jeff Jarrett is set to be inducted into the WWE Hall of Fame Class of 2018.The 50-year-old professional wrestler will join the likes of Goldberg, The Dudley Boyz, and Ivory in being inducted into the coveted hall of wrestling legends this year, when he takes his place in sporting history on April 6, during WrestleMania 34 Week.Jeff started his career as a referee before beginning to compete at the age of 18, and quickly became a prodigy in the ring, as he competed with the likes of fellow WWE Hall of Famers Jerry ""The King"" Lawler and Nick Bockwinkel.


 


The wrestling star managed to bag himself the Intercontinental Championship three times during a heated rivalry with WWE Hall of Famer Razor Ramon, and whilst spending a year with WCW in 1996, he became one of the few proud Superstars that can call themselves a member of the legendary Four Horsemen.In 1997, Jeff returned to WWE and captured the World Tag Team Titles with Owen Hart, and claimed the European and Intercontinental Championships on his own.A year later he moved to WCW once again, and found his greatest success as a competitor, defeating fellow Hall of Famer Diamond Dallas Page in the final of a six-man tournament to win the WCW World Championship.Later in his career, Jeff competed around the world and also began to promote shows that gave future WWE Superstars like AJ Styles, Bobby Roode and Eric Young their first major exposure.In total, Jeff is a a four-time WCW Champion, three-time United States Champion, six-time Intercontinental Champion, European Champion and World Tag Team Champion.Jeff, along with the other Class of 2018 stars, will be inducted into the WWE Hall of Fame on April 6, in New Orleans during WrestleMania 34 Week.Tickets for the induction ceremony are available now.",By Celebretainment,lifestyles,https://www.redandblack.com/lifestyles/entertainment/jeff-jarrett-to-be-inducted-into-wwe-hall-of-fame/article_2dbe65d1-e6c0-52ab-9368-753894f5603c.html
19-Feb-18,From Joe Castiglione to Robin Ventura: A look at the 2018 Oklahoma Sports Hall of Fame class,"Members of the 2018 Oklahoma Sports Hall of Fame class were recognized during a Monday luncheon in Oklahoma City. The induction ceremony is scheduled for Aug. 6 at the Riverwind Showplace Theatre in Norman. Members of the 2018 class:Joe CastiglioneSince Castiglione became the University of Oklahoma’s athletic director in 1998, the Sooner athletic department has totals of 17 national titles and 79 conference titles. He recently was chosen to fill a position with the College Football Playoff committee.


 


Larry CokerAfter having coordinated offenses at the University of Tulsa, Oklahoma State and OU, Coker became the University of Miami’s head coach in 2001. The Okemah native’s first Hurricanes team captured the national championship.Mat HoffmanA BMX Freestyle superstar, the Oklahoma City native is credited with having invented more than 100 tricks and is considered the greatest vert-ramp rider in the history of the sport.Ken MendenhallA Stillwater native who spent most of his childhood in Pawhuska, Mendenhall starred in football at Enid High School and OU. For the Sooners, he was a three-year starter (1967-69). As a center for the Baltimore Colts, he started in 118 consecutive games (1973-80).Bill PickettA rodeo cowboy, Wild West show performer and actor, Pickett was 61 when he died in Ponca City in 1932. He is credited with having inventing bulldogging as a rodeo competition.


 


Allan TrimbleIn 22 seasons as the Jenks football coach, Trimble has 13 state championships and an overall record of 242-41. Since 1996, Trimble-coached Trojan teams have more state titles than home losses (eight).Robin VenturaA three-time baseball All-American at Oklahoma State, Ventura achieved a national-record hitting streak of 58 consecutive games in 1987. With the Chicago White Sox, New York Mets, New York Yankees and Los Angeles Dodgers, he played 16 seasons of Major League Baseball. He was a two-time All-Star and managed the White Sox for five seasons.— Bill Haisten, Tulsa World","By Bill Haisten
Tulsa World",sports,https://www.redandblack.com/sports/national/from-joe-castiglione-to-robin-ventura-a-look-at-the/article_b3e91ac4-eefe-5ef4-9e6d-491b019ad9c0.html
19-Feb-18,New York story blasts Mizzou basketball recruiting tactics,"Missouri made a big splash last spring with its basketball recruiting, but count the New York Post’s Phil Mushnick among those who are unimpressed.In fact he takes it a lot deeper in a recent lengthy column detailing some of the ills of the sports world, questioning Mizzou’s ethics.He writes, in part:


 


“This big college basketball scandal with Adidas payola money, the FBI sting that made big news and still does? But influence peddling — flat-out payola to land the best ‘student-athletes’ — occurs, unhidden, in plain sight.“In April, Missouri signed the nation’s No. 1 high school recruit, 6-foot-10 swingman Michael Porter Jr. ... Why Missouri? Funny you should ask.“The school hired his father as an assistant coach. And unless Porter Sr. is working for free, how can any logical human — or shrub — not conclude Missouri paid off Senior to deliver Junior?“Any college president with an active sense of fundamental right from wrong would have told Missouri coach Cuonzo Martin, ‘Oh, no you don’t. We don’t buy teenagers.’“You think this would pass muster in Missouri Law School’s ethics classes? ... And how does the NCAA allow this? I don’t know, but it always has.”","By Dan Caesar
St. Louis Post-Dispatch",sports,https://www.redandblack.com/sports/national/new-york-story-blasts-mizzou-basketball-recruiting-tactics/article_791bd297-b69f-5124-a837-4d7376474fbb.html
19-Feb-18,UGA's Phi Kappa Tau reinstated after year-long suspension,"After a year of suspension, University of Georgia’s fraternity Phi Kappa Tau has been reinstated.Nick Parker, president of the Beta Xi chapter, confirmed that the suspension had been lifted as of Feb. 4.""We spent the past year, primarily as UGA students, but also reflecting and learning from our mistakes that brought us to the suspension of our chapter and charter,” said Parker in the official statement. “We have returned with almost 80 active members, strong alumni advisory boards and resumed recruitment.”


 


The chapter was suspended last year after a hazing incident involved the consumption of alcohol by underaged associate members in the fraternity’s house.According to the informal resolution agreement signed on Feb. 27, 2017, Phi Kappa Tau violated four University Conduct Regulations, including “providing, distributing, selling or facilitating the use or possession of alcoholic beverages except as permitted by law,” partaking in “conduct that threatens or endangers the health or safety of another person,” “participating in, condoning, encouraging, requiring or allowing opportunity for hazing,” and knowingly violating university conduct regulations.According to the agreement, on the date of the incident, the chapter “provided alcohol to new members who were under the legal drinking age,” during a required gathering.As a result of the suspension, the fraternity covered its Greek letters on the front of its house on West Broad Street. Since the suspension period is over, the cover has been removed.During the suspension period, fraternity members “present and participating in hazing activities” were instructed to have their status changed to “alumnus, voluntary withdrawal or expelled,” per instructions from the Phi Kappa Tau National Fraternity, the agreement said.Before re-registering this year, the national fraternity conducted an assessment of each individual who was hoping to be a member when the chapter was reinstated.Before hosting or sponsoring any events that include alcohol, all members are required to attend a risk management workshop focussed on alcohol, drugs and hazing.Parker’s statement said the chapter has since completed all requirements of the one-year suspension.


 


Though reinstated, the chapter will be on probation until Dec. 15, 2019, the agreement said. Any code of conduct violations between now and that date will “likely result in further suspension” or possible expulsion.",Ashley Soriano | Staff Writer and Nate Harris | Lead Enterprise Reporter,uganews,https://www.redandblack.com/uganews/uga-s-phi-kappa-tau-reinstated-after-year-long-suspension/article_deefd28c-15aa-11e8-999c-c358862c614f.html
19-Feb-18,LSU at home Tuesday looking for win over Vandy,"The LSU Tigers, coming off a last minute 64-63 win over Missouri on Saturday afternoon before a lively crowd at the Pete Maravich Assembly Center, looks to make it five home straight Baton Rouge wins when it hosts Vanderbilt Tuesday night at 8 p.m.The game is set for telecast on the SEC Network with Dave Neal and Daymeon Fishback on the call. Chris Blair and former head coach John Brady will have the call on the affiliates of the LSU Sports Radio Network (Eagle98.1 FM in Baton Rouge).Tickets for the game are available during the day Tuesday at the LSU Athletics Ticket Office and online at LSUTix.net. Tickets will be on sale at the upper concourse ticket windows at the Maravich Center beginning at 6:30 p.m. LSU students are admitted free of charge with valid student ID. The popular duo, Quick Change, will be the halftime entertainment.


 


LSU enters the last two weeks of the season at 15-11 and 6-8 in the Southeastern Conference, in a tie for ninth with Georgia and Ole Miss, while Vanderbilt is 11-16 and tied with South Carolina for 12th in the league.The Tigers are two games out of the four-way tie for third place and on the other extreme in the league, just two games out of 14th place. LSU needs just one win to guarantee a winning record for the regular season with 16 wins after winning just two games a year ago.The Commodores beat the Tigers, 77-71, in the first meeting at Memorial Gymnasium in Nashville back on Jan. 20. In the game, Vandy had a 16-point lead with 16:54 to go in the second half before LSU rallied to take the lead with 2:21 to play. But Vandy answered down the stretch and LSU could not stay with them in the end.Duop Reath led LSU with 31 points and 13 rebounds, while Skylar Mays was the only other Tiger in double figures with 13. Riley LaChance had 26 points and Jeff Roberson had 20 as Vandy shot over 50 percent. Bryce Drew is in his second year as head coach at Vanderbilt. He was born in Baton Rouge at the time his father, Homer, was an assistant coach for then LSU first-year coach Dale Brown in the mid-1970s.Coach Will Wade met with the media prior to practice on Monday and here are some of his comments:Opening Statement …“We are getting ready for Vandy. They were more aggressive than us in the first game. That really hurt us. They shot 30 free throws, we shot 21. They made 20, we made 13. We were 13-of-21, they were 20-of-30. They were much more aggressive than us getting in the paint. Obviously (Jeff) Roberson is a major issue for us. A versatile four man that can shoot, pass, score in the post. Roberson and (Riley) LaChance had 46 of their 77 against us the first time. They clubbed us pretty good. We are going to need to play quite a bit better to give a chance this next time here. Hopefully we will play more aggressive and drive the ball and get to the foul line a little bit better than we did the first time against them.”On what they did poorly against LaChance last time they played …


 


“We let him get to his right hand and drive us. We gave up an offensive rebound three. We lost him on a shake action three on a throwback where we over helped in on their five man rolling. We fouled him a couple times late on a ball-screen turndown. We fouled him and he hit two free throws. We did a poor job of having awareness on him. He is a very good player. It is not like we are the only team that they have scored 40 or 50 plus on. They did the same thing to Florida the other night, Roberson and LaChance. I didn’t think we put enough pressure on him. I didn’t think we were aggressive enough against him offensively or defensively. He is like Tre (Tremont Waters), when you let someone like him play at his own speed, they are going to be very effective, which he was the first game. Then Saben Lee came in and closed the game down for them. He did a great job driving us to the front of the rim.”On Daryl Edwards giving the team energy …“He just brings energy, toughness, and a winning mindset that we need. I think that is probably accurate. I don’t want to speak for all the guys, but I feel better when he is out there.”On if he recruited Edwards before LSU …“I recruited him when I was at Tennessee-Chattanooga. I have known him for a long time. I have known him since he was in high school in Charlotte. He went to high school, then prep school, then two years at junior college. He is an old cat. He has been around. I have known him for a long time.”On if Vanderbilt’s struggles on the road effects how they defend them …“No. They had Kentucky beat. They played about as well as anybody at Auburn. Auburn could never close them out or put them away. I don’t think them playing on the road or them playing here has any effect on how we are going to play them. They have played well on the road. They just haven’t gotten the results. Let’s hope it doesn’t start tomorrow.”On being successful on their home court …


TNCMS.AdManager.render({region: 'fixed-big-ad-bottom-asset', slot: 1, fold: ""below""});


“You should always own your home court, especially in league play. We haven’t done as good a job as we have needed to, but I think we have picked that up as of late. We are playing better at home. I think our guys are playing with a little bit more confidence at home. We changed up our routine. We changed some things up and I think that has contributed playing better and playing well.”On keeping the players focused after a big win …“We will see. I showed them the film yesterday. We made plenty of mistakes. It’s not like we were unbelievably attentive to every detail or played phenomenally. We still have a lot of things that we need to improve on if we are going to have a strong end of the season here. I think we will be ready to go. I wouldn’t see any reason why we wouldn’t be.”On the fans coming out and supporting the team …“I think they appreciate that the guys play hard. We are kind of duct tapped together a little bit right now. They are trying. They are trying really hard. Hopefully we can make our fans respect that.”On what he hopes to accomplish the rest of the season …“I wish we could be more consistent. That is what has hurt us. We wouldn’t need any of these conversations if we were a little more consistent. That doesn’t mean we are going to win every night. I would like to have a little consistency and jump off the roller coaster, and be straight line. That would be phenomenal. I think that would be good. That would help towards the other stuff too.”",Courtesy: LSU Athletics,sports,https://www.redandblack.com/sports/national/lsu-at-home-tuesday-looking-for-win-over-vandy/article_ec6c348b-f8ef-5500-bcac-43923fcdb016.html
